,Millas_Por_Galon,Cilindros,Pais_Origen,Peso_En_Libras,Desplazamiento,Aceleracion,Nombre,Anyo,Caballo_De_Fuerza,Potencia especifica_log10,Sqrt(var1)*exp(var2)/200,"Si var 1 > var 2 → 5, caso contrario 3",1/logn(var1/var2)*100,var2**2/var1
180,25.0,4,Europe,2671,121.0,13.5,saab 99le,1/01/1975,115.0,-1.3659760476677612,39110.6,3,-31.793711364467708,4.951329090228379
181,33.0,4,Japan,1795,91.0,17.5,honda civic cvcc,1/01/1975,53.0,-1.529788583313549,1449644.03,3,-28.38918309630487,1.5649025069637883
182,28.0,4,Europe,2464,107.0,15.5,fiat 131,1/01/1976,86.0,-1.4571422522488202,249910.04,3,-29.804535640429165,3.0016233766233764
183,25.0,4,Europe,2220,116.0,16.9,opel 1900,1/01/1976,81.0,-1.4378679555719889,983533.73,3,-30.20405873990619,2.9554054054054055
184,25.0,4,USA,2572,140.0,14.9,capri ii,1/01/1976,92.0,-1.446483136906629,141857.3,3,-30.02416487426259,3.2908242612752723
185,26.0,4,USA,2255,98.0,17.7,dodge colt,1/01/1976,79.0,-1.455519454923538,2161702.28,3,-29.837765509363557,2.7676274944567627
186,27.0,4,Europe,2202,101.0,15.3,renault 12tl,1/01/1976,83.0,-1.423739222259659,201008.59,3,-30.50379417193902,3.128519527702089
187,17.5,8,USA,4215,305.0,13.0,chevrolet chevelle malibu classic,1/01/1976,140.0,-1.4786695432825232,26173.53,3,-29.370624685969677,4.65005931198102
188,16.0,8,USA,4190,318.0,13.0,dodge coronet brougham,1/01/1976,150.0,-1.446122763910614,27092.18,3,-30.031646879607234,5.369928400954654
189,15.5,8,USA,3962,304.0,13.9,amc matador,1/01/1976,120.0,-1.5187332251549035,59601.05,3,-28.595837287944754,3.6345280161534577
190,14.5,8,USA,4215,351.0,12.8,ford gran torino,1/01/1976,152.0,-1.4429539910159885,22328.58,3,-30.09759733208567,5.481376037959667
191,22.0,6,USA,3233,225.0,15.4,plymouth valiant,1/01/1976,100.0,-1.509605704611556,243840.04,3,-28.768736139282293,3.093102381688834
192,22.0,6,USA,3353,250.0,14.5,chevrolet nova,1/01/1976,105.0,-1.504244254358882,101586.18,3,-28.871274106235546,3.288100208768267
193,24.0,6,USA,3012,200.0,17.6,ford maverick,1/01/1976,81.0,-1.5703699486500131,1980593.71,3,-27.655552265031442,2.1782868525896415
194,22.5,6,USA,3085,232.0,17.6,amc hornet,1/01/1976,90.0,-1.5350126589299355,2087729.08,3,-28.292566799155942,2.625607779578606
195,29.0,4,USA,2035,85.0,22.2,chevrolet chevette,1/01/1976,52.0,-1.5925610699264396,157873477.16,3,-27.27019328202666,1.3287469287469287
196,24.5,4,USA,2164,98.0,22.1,chevrolet woody,1/01/1976,60.0,-1.5571060060508881,153445331.44,3,-27.891131381909172,1.6635859519408502
197,29.0,4,Europe,1937,90.0,14.2,vw rabbit,1/01/1976,70.0,-1.442031580704854,61447.0,3,-30.116849569339664,2.5296850800206503
198,33.0,4,Japan,1795,91.0,17.4,honda civic,1/01/1976,53.0,-1.529788583313549,1311692.16,3,-28.38918309630487,1.5649025069637883
199,20.0,6,USA,3651,225.0,17.7,dodge aspen se,1/01/1976,100.0,-1.5624118329497274,2432105.08,3,-27.79641530769345,2.7389756231169544
200,18.0,6,USA,3574,250.0,21.0,ford granada ghia,1/01/1976,78.0,-1.661059945479145,58237325.97,3,-26.145623647434128,1.70229434806939
201,18.5,6,USA,3645,250.0,16.2,pontiac ventura sj,1/01/1976,110.0,-1.5203048474957683,569163.39,3,-28.566276205631887,3.319615912208505
202,17.5,6,USA,3193,258.0,17.8,amc pacer d/l,1/01/1976,95.0,-1.526475313250597,2619832.86,3,-28.45080284845425,2.82649545881616
203,29.5,4,Europe,1825,97.0,12.2,volkswagen rabbit,1/01/1976,71.0,-1.4100045200734184,8375.14,3,-30.800928346005467,2.762191780821918
204,32.0,4,Japan,1990,85.0,17.0,datsun b-210,1/01/1976,70.0,-1.45375503639545,1010474.17,3,-29.873979524093304,2.4623115577889445
205,28.0,4,Japan,2155,97.0,16.4,toyota corolla,1/01/1976,75.0,-1.4583860111050504,574024.12,3,-29.779117366476765,2.6102088167053363
206,26.5,4,USA,2565,140.0,13.6,ford pinto,1/01/1976,72.0,-1.5517548730165667,34201.19,3,-27.987312265306173,2.0210526315789474
207,20.0,4,Europe,3150,130.0,15.7,volvo 245,1/01/1976,102.0,-1.489710382027683,332424.83,3,-29.152947253554238,3.302857142857143
208,13.0,8,USA,3940,318.0,13.2,plymouth volare premier v8,1/01/1976,150.0,-1.4194049627698928,33090.46,3,-30.59693979481017,5.710659898477157
209,19.0,4,Europe,3270,120.0,21.9,peugeot 504,1/01/1976,88.0,-1.5700650805101175,152145984.26,3,-27.660922295154073,2.3681957186544342
210,19.0,6,Japan,2930,156.0,15.5,toyota mark ii,1/01/1976,108.0,-1.4334438648671597,280056.95,3,-30.297278641148516,3.980887372013652
211,16.5,6,Europe,3820,168.0,16.7,mercedes-benz 280s,1/01/1976,120.0,-1.502882116864084,980118.25,3,-28.89744159105781,3.769633507853403
212,16.5,8,USA,4380,350.0,12.1,cadillac seville,1/01/1976,180.0,-1.3862016054007935,12066.17,3,-31.32982101674049,7.397260273972603
213,13.0,8,USA,4055,350.0,12.0,chevy c10,1/01/1976,145.0,-1.4466228563122,9799.14,3,-30.021265045567997,5.184956843403206
214,13.0,8,USA,3870,302.0,15.0,ford f108,1/01/1976,130.0,-1.4737676127120747,186362.66,3,-29.468314960731774,4.366925064599483
215,13.0,8,USA,3755,318.0,14.0,dodge d100,1/01/1976,150.0,-1.398518682284506,73644.17,3,-31.053892050539062,5.9920106524633825
216,31.5,4,Japan,2045,98.0,18.5,honda Accelerationord cvcc,1/01/1977,68.0,-1.4781843996371242,4463467.49,3,-29.380264195039917,2.261124694376528
217,30.0,4,USA,2155,111.0,14.8,buick opel isuzu deluxe,1/01/1977,80.0,-1.4303572875048067,119694.26,3,-30.362657337234864,2.9698375870069604
218,36.0,4,Europe,1825,79.0,18.6,renault 5 gtl,1/01/1977,58.0,-1.4978348752295563,4555765.53,3,-28.99481705796792,1.8432876712328767
219,25.5,4,USA,2300,122.0,15.5,plymouth arrow gs,1/01/1977,96.0,-1.3794566029780244,264040.22,3,-31.483011568880098,4.006956521739131
220,33.5,4,Japan,1945,85.0,16.8,datsun f-10 hatchback,1/01/1977,70.0,-1.4438215656474698,827306.28,3,-30.0795120558056,2.519280205655527
221,17.5,8,USA,3880,305.0,12.5,chevrolet caprice classic,1/01/1977,145.0,-1.4274637233592324,16156.04,3,-30.42420446813402,5.418814432989691
222,17.0,8,USA,4060,260.0,19.0,oldsmobile cutlass supreme,1/01/1977,110.0,-1.5671333484189691,9359690.82,3,-27.712669272298857,2.980295566502463
223,15.5,8,USA,4140,318.0,13.7,dodge monaco brougham,1/01/1977,145.0,-1.455632338885924,53639.96,3,-29.83545159732034,5.078502415458937
224,15.0,8,USA,4295,302.0,14.9,mercury cougar brougham,1/01/1977,130.0,-1.5190198158604242,168627.91,3,-28.590442163340228,3.9348079161816063
225,17.5,6,USA,3520,250.0,16.4,chevrolet concours,1/01/1977,110.0,-1.505149978319906,695177.73,3,-28.853900817779266,3.4375
226,20.5,6,USA,3425,231.0,16.9,buick skylark,1/01/1977,105.0,-1.5134712767585063,1119802.41,3,-28.695257622160288,3.218978102189781
227,19.0,6,USA,3630,225.0,17.7,plymouth volare custom,1/01/1977,100.0,-1.5599066250361124,2432105.08,3,-27.841056312790375,2.7548209366391183
228,18.5,6,USA,3525,250.0,19.0,ford granada,1/01/1977,98.0,-1.5559330456349227,8834423.17,3,-27.912157475004406,2.7245390070921984
229,16.0,8,USA,4220,400.0,11.1,pontiac grand prix lj,1/01/1977,180.0,-1.3700399458583679,4438.9,3,-31.699402868954625,7.677725118483412
230,15.5,8,USA,4165,350.0,11.4,chevrolet monte carlo landau,1/01/1977,170.0,-1.3891660843645326,5823.06,3,-31.26296321162475,6.938775510204081
231,15.5,8,USA,4325,400.0,12.2,chrysler cordoba,1/01/1977,190.0,-1.3572325108480041,13700.6,3,-31.99853219194572,8.346820809248555
232,16.0,8,USA,4335,351.0,14.5,ford thunderbird,1/01/1977,149.0,-1.463802833399955,121013.31,3,-29.668919337621574,5.121337946943483
233,29.0,4,Europe,1940,97.0,14.5,volkswagen rabbit custom,1/01/1977,78.0,-1.3957071272397457,87556.28,3,-31.116447958687793,3.136082474226804
234,24.5,4,USA,2740,151.0,16.0,pontiac sunbird coupe,1/01/1977,88.0,-1.4932678906702193,416795.53,3,-29.083494302440844,2.8262773722627736
235,26.0,4,Japan,2265,97.0,18.2,toyota corolla liftback,1/01/1977,75.0,-1.4800069429571505,3472643.54,3,-29.344084091626154,2.4834437086092715
236,25.5,4,USA,2755,140.0,15.8,ford mustang ii 2+2,1/01/1977,89.0,-1.4907315965428911,343176.72,3,-29.13297624538251,2.8751361161524502
237,30.5,4,USA,2051,98.0,17.0,chevrolet chevette,1/01/1977,63.0,-1.5126251109147846,958619.97,3,-28.711309812951946,1.9351535836177474
238,33.5,4,USA,2075,98.0,15.9,dodge colt m/m,1/01/1977,83.0,-1.3979400086720375,366261.54,3,-31.066746727980593,3.32
239,30.0,4,Japan,1985,97.0,16.4,subaru dl,1/01/1977,67.0,-1.4716857083983075,542546.43,3,-29.510001994645403,2.261460957178841
240,30.5,4,Europe,2190,97.0,14.1,volkswagen dasher,1/01/1977,78.0,-1.448349512149638,58690.73,3,-29.985475070770224,2.778082191780822
241,22.0,6,Japan,2815,146.0,14.5,datsun 810,1/01/1977,97.0,-1.4627066649211202,97639.57,3,-29.691153552422772,3.342451154529307
242,21.5,4,Europe,2600,121.0,12.8,bmw 320i,1/01/1977,110.0,-1.3735806628125928,18994.84,3,-31.61769043937871,4.653846153846154
243,21.5,3,Japan,2720,80.0,13.5,mazda rx-4,1/01/1977,110.0,-1.3931762188759735,38250.92,3,-31.172975537412224,4.448529411764706
244,43.1,4,Europe,1985,90.0,21.5,volkswagen rabbit custom diesel,1/01/1978,48.0,-1.6165192737235468,75322024.41,3,-26.86602559973707,1.160705289672544
245,36.1,4,USA,1800,98.0,14.4,ford fiesta,1/01/1978,66.0,-1.4357285695614375,72875.66,3,-30.249065952341738,2.42
246,32.8,4,Japan,1985,78.0,19.4,mazda glc deluxe,1/01/1978,52.0,-1.5817571674643347,9600296.03,3,-27.45645733974803,1.3622166246851386
247,39.4,4,Japan,2070,85.0,18.6,datsun b210 gx,1/01/1978,70.0,-1.470872305442661,5004911.33,3,-29.526321237828345,2.367149758454106
248,36.1,4,Japan,1800,91.0,16.4,honda civic cvcc,1/01/1978,60.0,-1.4771212547196624,513422.78,3,-29.401410379520605,2.0
249,19.9,8,USA,3365,260.0,15.5,oldsmobile cutlass salon brougham,1/01/1978,110.0,-1.4855923834017706,282638.17,3,-29.23375797799841,3.5958395245170878
250,19.4,8,USA,3735,318.0,13.2,dodge diplomat,1/01/1978,140.0,-1.4261625704731795,31968.42,3,-30.451961851667402,5.247657295850067
251,20.2,8,USA,3570,302.0,12.8,mercury monarch ghia,1/01/1978,139.0,-1.409653415858098,21352.4,3,-30.808599973411464,5.412044817927171
252,19.2,6,USA,3535,231.0,19.2,pontiac phoenix lj,1/01/1978,105.0,-1.5272001190629803,11169113.56,3,-28.437300160093947,3.118811881188119
253,20.5,6,USA,3155,200.0,18.2,chevrolet malibu,1/01/1978,95.0,-1.5212757582913052,3908331.36,3,-28.54804459587595,2.86053882725832
254,20.2,6,USA,2965,200.0,15.8,ford fairmont (auto),1/01/1978,85.0,-1.5426057719859887,335376.23,3,-28.1533033124938,2.436762225969646
255,25.1,4,USA,2720,140.0,15.4,ford fairmont (man),1/01/1978,88.0,-1.49008623188403,228742.24,3,-29.145593899900685,2.847058823529412
256,20.5,6,USA,3430,225.0,17.2,plymouth volare,1/01/1978,100.0,-1.5352941200427705,1475146.3,3,-28.2873800031979,2.9154518950437316
257,19.4,6,USA,3210,232.0,17.2,amc concord,1/01/1978,90.0,-1.5522625229655471,1399446.65,3,-27.978159330520093,2.5233644859813085
258,20.6,6,USA,3380,231.0,15.8,buick century special,1/01/1978,105.0,-1.5077274012077166,372749.84,3,-28.804575784413956,3.2618343195266273
259,20.8,6,USA,3070,200.0,16.7,mercury zephyr,1/01/1978,85.0,-1.5577194497628937,824892.42,3,-27.88014760741142,2.3534201954397393
260,18.6,6,USA,3620,225.0,18.7,dodge aspen,1/01/1978,110.0,-1.5173158853749407,6933829.5,3,-28.622548942465876,3.342541436464088
261,18.1,6,USA,3410,258.0,15.1,amc concord d/l,1/01/1978,120.0,-1.453573132944873,197882.46,3,-29.87771802189209,4.222873900293255
262,19.2,8,USA,3425,305.0,13.2,chevrolet monte carlo landau,1/01/1978,145.0,-1.3732925735934696,32534.28,3,-31.624323196246625,6.138686131386861
263,17.7,6,USA,3445,231.0,13.4,buick regal sport coupe (turbo),1/01/1978,165.0,-1.3197052820297384,42389.47,3,-32.90844462146097,7.902757619738752
264,18.1,8,USA,3205,302.0,11.2,ford futura,1/01/1978,139.0,-1.3628132336007412,4310.98,3,-31.867498142484695,6.0283931357254295
265,17.5,8,USA,4080,318.0,13.7,dodge magnum xe,1/01/1978,140.0,-1.4645321274116418,52707.02,3,-29.654145086650114,4.803921568627451
266,30.0,4,USA,2155,98.0,16.5,chevrolet chevette,1/01/1978,68.0,-1.500938361790514,604064.64,3,-28.93486454601433,2.145707656612529
267,27.5,4,Japan,2560,134.0,14.2,toyota corona,1/01/1978,95.0,-1.4305163600230018,71583.59,3,-30.359281028863492,3.525390625
268,27.2,4,Japan,2300,119.0,14.7,datsun 510,1/01/1978,97.0,-1.374956101751348,119257.24,3,-31.58606164590055,4.090869565217392
269,30.9,4,USA,2230,105.0,14.5,dodge omni,1/01/1978,75.0,-1.4732435996564606,85855.99,3,-29.478796446461608,2.522421524663677
270,21.1,4,Japan,2515,134.0,14.8,toyota celica gt liftback,1/01/1978,95.0,-1.4228143841030985,130433.8,3,-30.523621826962245,3.588469184890656
271,23.2,4,USA,2745,156.0,16.7,plymouth sapporo,1/01/1978,105.0,-1.4173530497161726,916816.67,3,-30.64123522295451,4.016393442622951
272,23.8,4,USA,2855,151.0,17.6,oldsmobile starfire sx,1/01/1978,85.0,-1.526187186867574,2028907.97,3,-28.456174028994464,2.530647985989492
273,23.9,4,Japan,2405,119.0,14.9,datsun 200-sx,1/01/1978,97.0,-1.3943433464436057,145661.12,3,-31.146882366596273,3.912266112266112
274,20.3,5,Europe,2830,131.0,15.9,audi 5000,1/01/1978,103.0,-1.438949210819118,408010.07,3,-30.181362805434308,3.748763250883392
275,17.0,6,Europe,3140,163.0,13.6,volvo 264gl,1/01/1978,125.0,-1.4000196350651586,45064.02,3,-31.020599356311116,4.976114649681529
276,21.6,4,Europe,2795,121.0,15.7,saab 99gle,1/01/1978,115.0,-1.3856839718688305,352973.65,3,-31.341524526514647,4.731663685152057
277,16.2,6,Europe,3410,163.0,15.8,peugeot 604sl,1/01/1978,133.0,-1.408902738025412,419516.11,3,-30.825015111541266,5.187390029325513
278,31.5,4,Europe,1990,89.0,14.9,volkswagen scirocco,1/01/1978,71.0,-1.4475947276906314,124619.77,3,-30.00110967494943,2.533165829145729
279,29.5,4,Japan,2135,98.0,16.6,honda Accelerationord lx,1/01/1978,68.0,-1.4968889666548062,667594.67,3,-29.0131393562074,2.165807962529274
280,21.5,6,USA,3245,231.0,15.4,pontiac lemans v6,1/01/1979,115.0,-1.4505168607827763,261489.31,3,-29.940671056307703,4.075500770416024
281,19.8,6,USA,2990,200.0,18.2,mercury zephyr 6,1/01/1979,85.0,-1.546252262610137,3696911.36,3,-28.08691003433974,2.4163879598662206
282,22.3,4,USA,2890,140.0,17.3,ford fairmont 4,1/01/1979,88.0,-1.5164151706063793,1529346.44,3,-28.63955006000023,2.6795847750865054
283,20.2,6,USA,3265,232.0,18.2,amc concord dl 6,1/01/1979,90.0,-1.5596406761717678,3804090.41,3,-27.845803750723775,2.4808575803981623
284,20.6,6,USA,3360,225.0,16.6,dodge aspen 6,1/01/1979,110.0,-1.484946592231619,849092.0,3,-29.246471501078165,3.6011904761904763
285,17.0,8,USA,3840,305.0,15.4,chevrolet caprice classic,1/01/1979,130.0,-1.470387872060694,278020.42,3,-29.536048967447226,4.401041666666667
286,17.6,8,USA,3725,302.0,13.4,ford ltd landau,1/01/1979,129.0,-1.4605365667850627,37480.98,3,-29.735269337297186,4.467382550335571
287,16.5,8,USA,3955,351.0,13.2,mercury grand marquis,1/01/1979,138.0,-1.457267401432459,31739.25,3,-29.801976046149854,4.815170670037927
288,18.2,8,USA,3830,318.0,15.2,dodge st. regis,1/01/1979,135.0,-1.4528650054736165,231959.95,3,-29.89228044361059,4.758485639686684
289,16.9,8,USA,4360,350.0,14.9,buick estate wagon (sw),1/01/1979,155.0,-1.4491547910982945,184129.61,3,-29.968812480970787,5.510321100917431
290,15.5,8,USA,4054,351.0,14.3,ford country squire (sw),1/01/1979,142.0,-1.4555953999739335,96722.0,3,-29.83620873705901,4.973852984706463
291,19.2,8,USA,3605,267.0,15.0,chevrolet malibu classic (sw),1/01/1979,125.0,-1.4599952560473914,182743.63,3,-29.7462940447496,4.334257975034674
292,18.5,8,USA,3940,360.0,13.0,chrysler lebaron town @ country (sw),1/01/1979,150.0,-1.4194049627698928,27092.18,3,-30.59693979481017,5.710659898477157
293,31.9,4,Europe,1925,89.0,14.0,vw rabbit custom,1/01/1979,71.0,-1.433172385125444,50666.62,3,-30.30301772561983,2.6187012987012985
294,34.1,4,Japan,1975,86.0,15.2,maxda glc deluxe,1/01/1979,65.0,-1.4826537433196234,160954.38,3,-29.29169968780962,2.1392405063291138
295,35.7,4,USA,1915,98.0,14.4,dodge colt hatchback custom,1/01/1979,80.0,-1.379078791312698,80233.46,3,-31.491636637371656,3.342036553524804
296,27.4,4,USA,2670,121.0,15.0,amc spirit dl,1/01/1979,80.0,-1.5234212743726316,146194.9,3,-28.507838849900597,2.397003745318352
297,25.4,5,Europe,3530,183.0,20.1,mercedes benz 300d,1/01/1979,77.0,-1.6612839802153407,23525261.15,3,-26.142097743394675,1.6796033994334278
298,23.0,8,USA,3900,350.0,17.4,cadillac eldorado,1/01/1979,125.0,-1.4941545940184429,2014415.23,3,-29.066234755216446,4.006410256410256
299,27.2,4,Europe,3190,141.0,24.8,peugeot 504,1/01/1979,71.0,-1.6525323343381058,2483718258.23,3,-26.2805436770592,1.5802507836990596
300,23.9,8,USA,3420,260.0,22.2,oldsmobile cutlass salon brougham,1/01/1979,90.0,-1.5797835966168101,207696298.77,3,-27.490757774249357,2.3684210526315788
301,34.2,4,USA,2200,105.0,13.2,plymouth horizon,1/01/1979,70.0,-1.4973246408079495,22605.09,3,-29.00469744950624,2.227272727272727
302,34.5,4,USA,2150,105.0,14.9,plymouth horizon tc3,1/01/1979,70.0,-1.4873404199013485,123739.06,3,-29.19940022419733,2.2790697674418605
303,31.8,4,Japan,2020,85.0,19.2,datsun 210,1/01/1979,65.0,-1.4924380128037682,8787811.55,3,-29.099666329683245,2.0915841584158414
304,37.3,4,Europe,2130,91.0,14.7,fiat strada custom,1/01/1979,69.0,-1.4895305127014824,100582.73,3,-29.15646763862493,2.2352112676056337
305,28.4,4,USA,2670,151.0,16.0,buick skylark limited,1/01/1979,90.0,-1.4722687519252504,421505.23,3,-29.498315530730068,3.033707865168539
306,28.8,6,USA,2595,173.0,11.3,chevrolet citation,1/01/1979,115.0,-1.353439521830865,4333.58,3,-32.08820748161396,5.096339113680155
307,26.8,6,USA,2700,173.0,12.9,oldsmobile omega brougham,1/01/1979,115.0,-1.3706659238053756,21464.35,3,-31.684925871471393,4.898148148148148
308,33.5,4,USA,2556,151.0,13.2,pontiac phoenix,1/01/1979,90.0,-1.4533183400470377,25631.76,3,-29.88295612434063,3.1690140845070425
309,41.5,4,Europe,2144,98.0,14.7,vw rabbit,1/01/1980,76.0,-1.4504111887399411,105561.53,3,-29.942852432112677,2.6940298507462686
310,38.1,4,Japan,1968,89.0,18.8,toyota corolla tercel,1/01/1980,60.0,-1.515873843711679,5659549.85,3,-28.649777400991628,1.829268292682927
311,32.1,4,USA,2120,98.0,15.5,chevrolet chevette,1/01/1980,70.0,-1.4812378209144945,225467.26,3,-29.31969976537088,2.311320754716981
312,37.2,4,Japan,2019,86.0,16.4,datsun 310,1/01/1980,65.0,-1.4922229623007837,534387.37,3,-29.10386000451534,2.092620108964834
313,28.0,4,USA,2678,151.0,16.5,chevrolet citation,1/01/1980,90.0,-1.4735680632366652,694944.64,3,-29.472305537711772,3.0246452576549663
314,26.4,4,USA,2870,140.0,18.1,ford fairmont,1/01/1980,88.0,-1.5133992245838237,3403623.1,3,-28.69662378891996,2.698257839721254
315,24.3,4,USA,3003,151.0,20.1,amc concord,1/01/1980,90.0,-1.5233128227596562,25433746.91,3,-28.509868453445925,2.6973026973026974
316,19.1,6,USA,3381,225.0,18.7,dodge aspen,1/01/1980,90.0,-1.574802661326444,6271884.77,3,-27.577708151537472,2.3957409050576755
317,34.3,4,Europe,2188,97.0,15.8,audi 4000,1/01/1980,78.0,-1.4479527149709128,321269.96,3,-29.99369229484653,2.7806215722120657
318,29.8,4,Japan,2711,134.0,15.5,toyota corona liftback,1/01/1980,90.0,-1.4788870081411607,255655.85,3,-29.36630584436091,2.987827369974179
319,31.3,4,Japan,2542,120.0,17.5,mazda 626,1/01/1980,75.0,-1.5301142828262893,1724463.75,3,-28.383140186173684,2.2128245476003148
320,37.0,4,Japan,2434,119.0,15.0,datsun 510 hatchback,1/01/1980,92.0,-1.422532746548491,156776.57,3,-30.529664990629286,3.4774034511092853
321,32.2,4,Japan,2265,108.0,15.2,toyota corolla,1/01/1980,75.0,-1.4800069429571505,172892.74,3,-29.344084091626154,2.4834437086092715
322,46.6,4,Japan,2110,86.0,17.9,mazda glc,1/01/1980,65.0,-1.5113690986548372,2394958.04,3,-28.73517013744602,2.0023696682464456
323,27.9,4,USA,2800,156.0,14.4,dodge colt,1/01/1980,105.0,-1.4259687322722812,91918.98,3,-30.456101320763434,3.9375
324,40.8,4,Japan,2110,85.0,19.2,datsun 210,1/01/1980,65.0,-1.5113690986548372,8787811.55,3,-28.73517013744602,2.0023696682464456
325,44.3,4,Europe,2085,90.0,21.7,vw rabbit c (diesel),1/01/1980,48.0,-1.6378648219341891,91998528.37,3,-26.51589289220977,1.1050359712230216
326,43.4,4,Europe,2335,90.0,23.7,vw dasher (diesel),1/01/1980,48.0,-1.6870456475265438,679782287.14,3,-25.742900468638247,0.9867237687366167
327,36.4,5,Europe,2950,121.0,19.9,audi 5000s (diesel),1/01/1980,67.0,-1.6437472132773365,17966670.19,3,-26.42100186666456,1.5216949152542374
328,30.0,4,Europe,3250,146.0,21.8,mercedes-benz 240d,1/01/1980,67.0,-1.685808558278048,120123260.35,3,-25.76179126453466,1.3812307692307693
329,44.6,4,Japan,1850,91.0,13.8,honda civic 1500 gl,1/01/1980,67.0,-1.4410969257021875,40296.86,3,-30.13638251234475,2.4264864864864863
330,33.8,4,Japan,2145,97.0,18.0,subaru dl,1/01/1980,67.0,-1.5053524938199165,2687250.05,3,-28.85001909427905,2.092773892773893
331,29.8,4,Europe,1845,89.0,15.3,vokswagen rabbit,1/01/1980,62.0,-1.4736046809968253,173728.64,3,-29.471573177242604,2.0834688346883468
332,32.7,6,Japan,2910,168.0,11.4,datsun 280-zx,1/01/1980,132.0,-1.3433190577800573,5131.14,3,-32.32995760671768,5.9876288659793815
333,23.7,3,Japan,2420,70.0,12.5,mazda rx-7 gs,1/01/1980,100.0,-1.3838153659804313,13416.86,3,-31.38384589302163,4.132231404958677
334,35.0,4,Europe,2500,122.0,15.1,triumph tr7 coupe,1/01/1980,88.0,-1.453457336521869,169456.42,3,-29.880098368936014,3.0976
335,32.4,4,Japan,2290,107.0,17.0,honda Accelerationord,1/01/1980,72.0,-1.5025029859086194,1024807.85,3,-28.90473336667732,2.2637554585152837
336,27.2,4,USA,2490,135.0,15.7,plymouth reliant,1/01/1982,84.0,-1.4719200610338548,301670.62,3,-29.505303541974275,2.833734939759036
337,26.6,4,USA,2635,151.0,16.4,buick skylark,1/01/1982,84.0,-1.4965013334866837,607490.02,3,-29.020654521663097,2.677798861480076
338,25.8,4,USA,2620,156.0,14.4,dodge aries wagon (sw),1/01/1982,92.0,-1.4545134639741901,86040.8,3,-29.858402322149853,3.230534351145038
339,23.5,6,USA,2725,173.0,12.6,chevrolet citation,1/01/1982,110.0,-1.3939738214544362,15551.66,3,-31.155139014742772,4.440366972477064
340,30.0,4,USA,2385,135.0,12.9,plymouth reliant,1/01/1982,84.0,-1.453209097314251,18344.61,3,-29.885202529071236,2.9584905660377356
341,39.1,4,Japan,1755,79.0,16.9,toyota starlet,1/01/1982,58.0,-1.4808491272389055,832263.3,3,-29.327395608019092,1.9168091168091168
342,39.0,4,USA,1875,86.0,16.4,plymouth champ,1/01/1982,64.0,-1.4668212980798505,530260.77,3,-29.6078658301299,2.1845333333333334
343,35.1,4,Japan,1760,81.0,16.1,honda civic 1300,1/01/1982,60.0,-1.4673614174305063,380352.95,3,-29.596967505370564,2.0454545454545454
344,32.3,4,Japan,2065,97.0,17.8,subaru,1/01/1982,67.0,-1.4888452532915935,2200134.26,3,-29.169887262836603,2.173849878934625
345,37.0,4,Japan,1975,85.0,19.4,datsun 210,1/01/1982,65.0,-1.4826537433196234,10733457.27,3,-29.29169968780962,2.1392405063291138
346,37.7,4,Japan,2050,89.0,17.3,toyota tercel,1/01/1982,62.0,-1.5193621715575005,1283690.67,3,-28.583999920049074,1.875121951219512
347,34.1,4,Japan,1985,91.0,16.0,mazda glc 4,1/01/1982,68.0,-1.4652515983928975,366383.72,3,-29.639584244752935,2.329471032745592
348,34.7,4,USA,2215,105.0,14.9,plymouth horizon 4,1/01/1982,63.0,-1.5460331811055066,117389.18,3,-28.090890105780602,1.7918735891647855
349,34.4,4,USA,2045,98.0,16.2,ford escort 4w,1/01/1982,65.0,-1.497779955700505,437519.37,3,-28.99588021927655,2.06601466992665
350,29.9,4,USA,2380,98.0,20.7,ford escort 2h,1/01/1982,65.0,-1.5636636004136564,39384238.98,3,-27.774163303946082,1.7752100840336134
351,33.0,4,Europe,2190,105.0,14.2,volkswagen jetta,1/01/1982,74.0,-1.471212395109142,63178.24,3,-29.51949584893442,2.5004566210045662
352,33.7,4,Japan,2210,107.0,14.4,honda prelude,1/01/1982,75.0,-1.4693310102934107,77685.72,3,-29.557293684050645,2.5452488687782804
353,32.4,4,Japan,2350,108.0,16.8,toyota corolla,1/01/1982,75.0,-1.4960065988800362,856343.35,3,-29.030251753460185,2.393617021276596
354,32.9,4,Japan,2615,119.0,14.8,datsun 200sx,1/01/1982,100.0,-1.4174716932032931,133822.25,3,-30.63867052764951,3.8240917782026767
355,31.6,4,Japan,2635,120.0,18.3,mazda 626,1/01/1982,74.0,-1.5515488998175893,3812193.03,3,-27.99102767268956,2.078178368121442
356,28.1,4,Europe,3230,141.0,20.4,peugeot 505s turbo diesel,1/01/1982,80.0,-1.6061125353391592,32368489.16,3,-27.040102878690426,1.9814241486068112
357,30.7,6,Europe,3160,145.0,19.6,volvo diesel,1/01/1982,76.0,-1.6188734903376125,14175834.88,3,-26.826956182516813,1.8278481012658228
358,25.4,6,Japan,2900,168.0,12.6,toyota cressida,1/01/1982,116.0,-1.3979400086720375,15970.17,3,-31.066746727980593,4.64
359,24.2,6,Japan,2930,146.0,13.8,datsun 810 maxima,1/01/1982,120.0,-1.3876863743064847,53929.26,3,-31.296299361611624,4.914675767918089
360,22.4,6,USA,3415,231.0,15.8,buick century,1/01/1982,110.0,-1.4919980228593264,381521.63,3,-29.10824781596909,3.5431918008784775
